From	To
ZN696_HUMAN	ENSG00000185730.8
WDR6_HUMAN	ENSG00000178252.19
ZP3_HUMAN	ENSG00000188372.15
DPOG1_HUMAN	ENSG00000140521.18
DPOG2_HUMAN	ENSG00000256525.8
DCST1_HUMAN	ENSG00000163357.11
FANCG_HUMAN	ENSG00000221829.11
ZDH24_HUMAN	ENSG00000174165.8
STUM_HUMAN	ENSG00000203685.11
NR2E1_HUMAN	ENSG00000112333.12
SIAT2_HUMAN	ENSG00000144057.16
TM109_HUMAN	ENSG00000110108.10
UBTD2_HUMAN	ENSG00000168246.6
RM17_HUMAN	ENSG00000158042.9
PADI3_HUMAN	ENSG00000142619.4
PADI3_HUMAN	ENSG00000280549.1
T200A_HUMAN	ENSG00000164484.12
ZN821_HUMAN	ENSG00000102984.15
HXB2_HUMAN	ENSG00000173917.11
SENP3_HUMAN	ENSG00000161956.14
NAF1_HUMAN	ENSG00000145414.9
TMM98_HUMAN	ENSG00000006042.12
CH3L1_HUMAN	ENSG00000133048.13
LIME1_HUMAN	ENSG00000203896.10
RPR1A_HUMAN	ENSG00000141425.18
GOGA5_HUMAN	ENSG00000066455.13
RSAD2_HUMAN	ENSG00000134321.13
MBD4_HUMAN	ENSG00000129071.10
NRX1A_HUMAN	ENSG00000179915.25
APLP1_HUMAN	ENSG00000105290.13
SIM2_HUMAN	ENSG00000159263.16
TTYH1_HUMAN	ENSG00000167614.14
TTYH1_HUMAN	ENSG00000276887.4
TTYH1_HUMAN	ENSG00000275650.4
TTYH1_HUMAN	ENSG00000276537.4
AK1A1_HUMAN	ENSG00000117448.14
SNG3_HUMAN	ENSG00000127561.16
SNG3_HUMAN	ENSG00000291941.1
OXND1_HUMAN	ENSG00000154814.14
ZN664_HUMAN	ENSG00000179195.16
IF122_HUMAN	ENSG00000163913.14
IQGA3_HUMAN	ENSG00000183856.11
IQGA3_HUMAN	ENSG00000291754.1
E41L3_HUMAN	ENSG00000082397.18
SCAM2_HUMAN	ENSG00000140497.16
NUP42_HUMAN	ENSG00000136243.18
TIAR_HUMAN	ENSG00000151923.18
ANTR1_HUMAN	ENSG00000169604.21
TNMD_HUMAN	ENSG00000000005.6
HBM_HUMAN	ENSG00000206177.7
VIR_HUMAN	ENSG00000164944.12
SUV92_HUMAN	ENSG00000152455.16
SNTB2_HUMAN	ENSG00000168807.17
BEX5_HUMAN	ENSG00000184515.11
BEX5_HUMAN	ENSG00000291824.1
ING5_HUMAN	ENSG00000168395.16
GSTA4_HUMAN	ENSG00000170899.11
SG1D1_HUMAN	ENSG00000168515.3
TMUB2_HUMAN	ENSG00000168591.16
SELV_HUMAN	ENSG00000186838.15
DEPP1_HUMAN	ENSG00000165507.9
NDUB1_HUMAN	ENSG00000183648.11
TRI15_HUMAN	ENSG00000137384.12
TRI15_HUMAN	ENSG00000204610.14
TRI15_HUMAN	ENSG00000235259.8
TRI15_HUMAN	ENSG00000227147.9
TRI15_HUMAN	ENSG00000235960.9
TRI15_HUMAN	ENSG00000233599.8
TRI15_HUMAN	ENSG00000235905.8
TRI15_HUMAN	ENSG00000224145.8
YJU2_HUMAN	ENSG00000105248.16
SPNS1_HUMAN	ENSG00000169682.18
DCUP_HUMAN	ENSG00000126088.14
S46A3_HUMAN	ENSG00000139508.15
SELK_HUMAN	ENSG00000113811.12
CPNE3_HUMAN	ENSG00000085719.13
STIM2_HUMAN	ENSG00000109689.20
ZMAT3_HUMAN	ENSG00000172667.11
T3JAM_HUMAN	ENSG00000009790.15
KELL_HUMAN	ENSG00000197993.9
KELL_HUMAN	ENSG00000276615.2
SYGP1_HUMAN	ENSG00000227460.8
SYGP1_HUMAN	ENSG00000197283.18
LCE2C_HUMAN	ENSG00000187180.4
RBM45_HUMAN	ENSG00000155636.16
DMPK_HUMAN	ENSG00000104936.20
CGT_HUMAN	ENSG00000174607.11
RBM20_HUMAN	ENSG00000203867.8
DUS18_HUMAN	ENSG00000167065.14
BIG1_HUMAN	ENSG00000066777.9
LEO1_HUMAN	ENSG00000166477.13
CAMP3_HUMAN	ENSG00000076826.10
PEX16_HUMAN	ENSG00000121680.16
BRAT1_HUMAN	ENSG00000106009.16
ECM1_HUMAN	ENSG00000143369.15
TCEA3_HUMAN	ENSG00000204219.11
TCEA3_HUMAN	ENSG00000282941.3
EYA3_HUMAN	ENSG00000158161.16
PA2G4_HUMAN	ENSG00000170515.14
FA8A1_HUMAN	ENSG00000137414.7
FOXP4_HUMAN	ENSG00000137166.18
AF9_HUMAN	ENSG00000171843.17
HSFX1_HUMAN	ENSG00000171116.7
HSFX1_HUMAN	ENSG00000268738.3
IFFO1_HUMAN	ENSG00000010295.20
XBP1_HUMAN	ENSG00000100219.17
NTH_HUMAN	ENSG00000065057.9
MYH7_HUMAN	ENSG00000092054.13
SNG1_HUMAN	ENSG00000100321.15
ARFP1_HUMAN	ENSG00000164144.16
EVI2A_HUMAN	ENSG00000126860.12
ACTBL_HUMAN	ENSG00000169067.4
MYDGF_HUMAN	ENSG00000074842.8
CHM1A_HUMAN	ENSG00000131165.16
CLAP1_HUMAN	ENSG00000074054.21
FEM1A_HUMAN	ENSG00000141965.5
GLT15_HUMAN	ENSG00000131386.20
APOC1_HUMAN	ENSG00000130208.10
LTMD1_HUMAN	ENSG00000050426.16
MED6_HUMAN	ENSG00000133997.12
SARCO_HUMAN	ENSG00000170290.4
POC1A_HUMAN	ENSG00000164087.8
UBQL4_HUMAN	ENSG00000160803.8
ERP29_HUMAN	ENSG00000089248.7
NSG2_HUMAN	ENSG00000170091.11
CBS_HUMAN	ENSG00000160200.18
KCIP4_HUMAN	ENSG00000185774.17
HOME1_HUMAN	ENSG00000152413.15
5HT1A_HUMAN	ENSG00000178394.5
GALR1_HUMAN	ENSG00000166573.6
SOX5_HUMAN	ENSG00000134532.20
TRI59_HUMAN	ENSG00000213186.8
TROAP_HUMAN	ENSG00000135451.13
UBC12_HUMAN	ENSG00000130725.8
CCRL2_HUMAN	ENSG00000121797.10
KCTD7_HUMAN	ENSG00000243335.10
IFG15_HUMAN	ENSG00000169905.13
TM9S1_HUMAN	ENSG00000100926.15
TM9S1_HUMAN	ENSG00000285465.2
NMNA2_HUMAN	ENSG00000157064.11
TCF25_HUMAN	ENSG00000141002.20
ALDH2_HUMAN	ENSG00000111275.13
S7A14_HUMAN	ENSG00000013293.6
MSH6_HUMAN	ENSG00000116062.19
GET4_HUMAN	ENSG00000239857.7
NTCP2_HUMAN	ENSG00000125255.7
NEP1_HUMAN	ENSG00000126749.17
ZN768_HUMAN	ENSG00000169957.10
FCGRN_HUMAN	ENSG00000104870.13
Q8TBB7_HUMAN	ENSG00000139990.18
CENPQ_HUMAN	ENSG00000031691.7
PRDX3_HUMAN	ENSG00000165672.7
SYNJ2_HUMAN	ENSG00000078269.15
ACY3_HUMAN	ENSG00000132744.8
PCY1A_HUMAN	ENSG00000161217.12
HBAP1_HUMAN	ENSG00000169087.11
MPRD_HUMAN	ENSG00000003056.8
CXXC1_HUMAN	ENSG00000154832.16
GAS7_HUMAN	ENSG00000007237.19
TTL10_HUMAN	ENSG00000162571.14
NDE1_HUMAN	ENSG00000072864.16
NDE1_HUMAN	ENSG00000275911.3
STAP2_HUMAN	ENSG00000178078.12
CEND_HUMAN	ENSG00000184524.6
GNPAT_HUMAN	ENSG00000116906.13
UBA6_HUMAN	ENSG00000033178.13
S41A2_HUMAN	ENSG00000136052.10
RFT1_HUMAN	ENSG00000163933.10
BEST2_HUMAN	ENSG00000039987.7
RCC2_HUMAN	ENSG00000179051.14
RCC2_HUMAN	ENSG00000281540.3
ZBT7B_HUMAN	ENSG00000160685.14
NSD3_HUMAN	ENSG00000147548.17
MBOA7_HUMAN	ENSG00000125505.17
MBOA7_HUMAN	ENSG00000274194.4
MBOA7_HUMAN	ENSG00000275118.4
MBOA7_HUMAN	ENSG00000278519.4
MBOA7_HUMAN	ENSG00000276935.4
MBOA7_HUMAN	ENSG00000277025.4
MBOA7_HUMAN	ENSG00000277923.4
MBOA7_HUMAN	ENSG00000273592.4
MBOA7_HUMAN	ENSG00000278322.4
MBOA7_HUMAN	ENSG00000277733.4
AP3M1_HUMAN	ENSG00000185009.13
FOXN4_HUMAN	ENSG00000139445.18
CDYL_HUMAN	ENSG00000153046.18
TZAP_HUMAN	ENSG00000204859.13
RS28_HUMAN	ENSG00000233927.5
FA156_HUMAN	ENSG00000179304.18
FA156_HUMAN	ENSG00000268350.8
RPIA_HUMAN	ENSG00000153574.9
KR121_HUMAN	ENSG00000187175.5
COG4_HUMAN	ENSG00000103051.21
COG2_HUMAN	ENSG00000135775.14
NTR1_HUMAN	ENSG00000101188.5
PDK4_HUMAN	ENSG00000004799.8
PTCD2_HUMAN	ENSG00000049883.15
UBP49_HUMAN	ENSG00000164663.15
CDK15_HUMAN	ENSG00000138395.17
LIN7C_HUMAN	ENSG00000148943.12
TRI35_HUMAN	ENSG00000104228.13
CAH3_HUMAN	ENSG00000164879.7
ABTB1_HUMAN	ENSG00000114626.18
DEFM_HUMAN	ENSG00000258429.2
ZN433_HUMAN	ENSG00000197647.13
BDP1_HUMAN	ENSG00000145734.20
BDP1_HUMAN	ENSG00000273873.4
MCU_HUMAN	ENSG00000156026.15
ARM10_HUMAN	ENSG00000170632.14
UBS3B_HUMAN	ENSG00000154127.10
A1CF_HUMAN	ENSG00000148584.16
ZN449_HUMAN	ENSG00000173275.13
GOLM2_HUMAN	ENSG00000166734.20
ZNF79_HUMAN	ENSG00000196152.10
MOAP1_HUMAN	ENSG00000165943.5
MOAP1_HUMAN	ENSG00000278268.2
SYTC2_HUMAN	ENSG00000185418.16
KI13A_HUMAN	ENSG00000137177.20
ENL_HUMAN	ENSG00000130382.9
FND3B_HUMAN	ENSG00000075420.13
CRIPT_HUMAN	ENSG00000119878.6
TSPO_HUMAN	ENSG00000100300.18
VATD_HUMAN	ENSG00000100554.12
AGO3_HUMAN	ENSG00000126070.20
LCAP_HUMAN	ENSG00000113441.16
DNJB2_HUMAN	ENSG00000135924.17
UCP2_HUMAN	ENSG00000175567.11
ZMYM3_HUMAN	ENSG00000147130.14
NSE2_HUMAN	ENSG00000156831.8
ZN135_HUMAN	ENSG00000176293.20
S13A3_HUMAN	ENSG00000158296.14
CHM4A_HUMAN	ENSG00000254505.11
CHM4A_HUMAN	ENSG00000285302.5
NDUA3_HUMAN	ENSG00000170906.16
NDUA3_HUMAN	ENSG00000275724.1
NDUA3_HUMAN	ENSG00000276220.1
NDUA3_HUMAN	ENSG00000273642.1
NDUA3_HUMAN	ENSG00000278365.1
NDUA3_HUMAN	ENSG00000274359.1
NDUA3_HUMAN	ENSG00000275605.1
NDUA3_HUMAN	ENSG00000276766.1
NDUA3_HUMAN	ENSG00000276061.4
NDUA3_HUMAN	ENSG00000277722.1
UBAP2_HUMAN	ENSG00000137073.24
GOT1A_HUMAN	ENSG00000174567.8
M2GD_HUMAN	ENSG00000132837.15
TM207_HUMAN	ENSG00000198398.3
NPAL3_HUMAN	ENSG00000001461.17
SETMR_HUMAN	ENSG00000170364.13
RN114_HUMAN	ENSG00000124226.11
MGA_HUMAN	ENSG00000257335.8
TEAN2_HUMAN	ENSG00000116205.14
MED20_HUMAN	ENSG00000124641.16
MED18_HUMAN	ENSG00000130772.14
MED18_HUMAN	ENSG00000284944.2
RAB5C_HUMAN	ENSG00000108774.15
CD302_HUMAN	ENSG00000241399.7
MYCN_HUMAN	ENSG00000134323.13
FAIM1_HUMAN	ENSG00000158234.13
AN32E_HUMAN	ENSG00000143401.15
NR4A2_HUMAN	ENSG00000153234.16
TRPM6_HUMAN	ENSG00000119121.22
TM45B_HUMAN	ENSG00000151715.8
NACA_HUMAN	ENSG00000196531.14
SOSB2_HUMAN	ENSG00000173559.15
IAPP_HUMAN	ENSG00000121351.8
NEB1_HUMAN	ENSG00000158528.12
ODO2_HUMAN	ENSG00000119689.15
SRP72_HUMAN	ENSG00000174780.17
FBXW2_HUMAN	ENSG00000119402.18
MBD6_HUMAN	ENSG00000166987.15
CH10_HUMAN	ENSG00000115541.11
SELM_HUMAN	ENSG00000198832.11
2A5A_HUMAN	ENSG00000066027.12
DZIP1_HUMAN	ENSG00000134874.18
DNJC1_HUMAN	ENSG00000136770.11
S15A3_HUMAN	ENSG00000110446.12
ACL7B_HUMAN	ENSG00000148156.8
HM20B_HUMAN	ENSG00000064961.19
TSN7_HUMAN	ENSG00000156298.13
PRAF2_HUMAN	ENSG00000243279.4
PRAF2_HUMAN	ENSG00000292222.1
COMD3_HUMAN	ENSG00000148444.16
PTN14_HUMAN	ENSG00000152104.12
CHC10_HUMAN	ENSG00000250479.9
CHC10_HUMAN	ENSG00000273607.3
DNJC7_HUMAN	ENSG00000168259.17
ZN639_HUMAN	ENSG00000121864.10
TPC1_HUMAN	ENSG00000186815.13
SPTB1_HUMAN	ENSG00000070182.21
GCC2_HUMAN	ENSG00000135968.22
MLF2_HUMAN	ENSG00000089693.11
PXMP2_HUMAN	ENSG00000176894.10
ZBT10_HUMAN	ENSG00000205189.13
UDB11_HUMAN	ENSG00000213759.10
CEMIP_HUMAN	ENSG00000103888.17
DPPA2_HUMAN	ENSG00000163530.4
JTB_HUMAN	ENSG00000143543.15
F163A_HUMAN	ENSG00000143340.7
YIPF5_HUMAN	ENSG00000145817.17
SYT4_HUMAN	ENSG00000132872.12
NDUAC_HUMAN	ENSG00000184752.14
AGRL1_HUMAN	ENSG00000072071.17
AGRL1_HUMAN	ENSG00000288324.1
RHG09_HUMAN	ENSG00000123329.20
S26A6_HUMAN	ENSG00000225697.13
MTX2_HUMAN	ENSG00000128654.14
DSG1_HUMAN	ENSG00000134760.6
GLI4_HUMAN	ENSG00000250571.7
CD6_HUMAN	ENSG00000013725.14
CD166_HUMAN	ENSG00000170017.12
SGO1_HUMAN	ENSG00000129810.15
UBXN6_HUMAN	ENSG00000167671.12
AKIP1_HUMAN	ENSG00000166452.12
CO2A1_HUMAN	ENSG00000139219.19
NINJ1_HUMAN	ENSG00000131669.10
MO2R1_HUMAN	ENSG00000163606.11
CC184_HUMAN	ENSG00000177875.5
CA216_HUMAN	ENSG00000142686.8
PMGT2_HUMAN	ENSG00000144647.7
SYNG1_HUMAN	ENSG00000101463.6
TM222_HUMAN	ENSG00000186501.15
RBBP6_HUMAN	ENSG00000122257.20
RN151_HUMAN	ENSG00000179580.10
RN151_HUMAN	ENSG00000291936.1
WFKN1_HUMAN	ENSG00000127578.7
PHAR3_HUMAN	ENSG00000087495.17
MKRN2_HUMAN	ENSG00000075975.17
PPP5_HUMAN	ENSG00000011485.15
UBE2U_HUMAN	ENSG00000177414.14
MED27_HUMAN	ENSG00000160563.14
CGBP1_HUMAN	ENSG00000163320.12
SNPC4_HUMAN	ENSG00000165684.6
K22O_HUMAN	ENSG00000185069.2
PRP6_HUMAN	ENSG00000101161.8
OPCM_HUMAN	ENSG00000183715.15
MICU1_HUMAN	ENSG00000107745.20
2ABD_HUMAN	ENSG00000175470.20
SIAT6_HUMAN	ENSG00000126091.21
LURA1_HUMAN	ENSG00000171357.6
MAST1_HUMAN	ENSG00000105613.10
ZKSC4_HUMAN	ENSG00000187626.9
FZD8_HUMAN	ENSG00000177283.8
SETX_HUMAN	ENSG00000107290.14
CISY_HUMAN	ENSG00000062485.19
NPT2C_HUMAN	ENSG00000198569.10
NGN2_HUMAN	ENSG00000178403.4
NDUB7_HUMAN	ENSG00000099795.7
HYAS2_HUMAN	ENSG00000170961.7
XPO7_HUMAN	ENSG00000130227.17
PCDG4_HUMAN	ENSG00000262576.3
RAB17_HUMAN	ENSG00000124839.13
TEKT2_HUMAN	ENSG00000092850.12
CLCKA_HUMAN	ENSG00000186510.12
MAT1_HUMAN	ENSG00000020426.11
S1PR1_HUMAN	ENSG00000170989.10
S1PR2_HUMAN	ENSG00000267534.4
SRCH_HUMAN	ENSG00000130528.12
COG3_HUMAN	ENSG00000136152.15
TPD52_HUMAN	ENSG00000076554.16
CP2C8_HUMAN	ENSG00000138115.15
HAIR_HUMAN	ENSG00000168453.16
RP1_HUMAN	ENSG00000104237.11
CBPE_HUMAN	ENSG00000109472.14
PAPOG_HUMAN	ENSG00000115421.13
HEXI1_HUMAN	ENSG00000186834.4
FABPL_HUMAN	ENSG00000163586.10
PAK5_HUMAN	ENSG00000101349.17
SSRA_HUMAN	ENSG00000124783.14
HMCS1_HUMAN	ENSG00000112972.15
NR2E3_HUMAN	ENSG00000278570.5
HDGR2_HUMAN	ENSG00000167674.15
ECM29_HUMAN	ENSG00000136813.15
PPCT_HUMAN	ENSG00000141179.14
GRP4_HUMAN	ENSG00000171777.17
TYDP1_HUMAN	ENSG00000042088.14
TB10A_HUMAN	ENSG00000099992.16
PRC2C_HUMAN	ENSG00000117523.18
B4GT3_HUMAN	ENSG00000158850.15
UBL3_HUMAN	ENSG00000122042.10
TMM72_HUMAN	ENSG00000187783.12
PACN2_HUMAN	ENSG00000100266.19
LRCH4_HUMAN	ENSG00000077454.17
FGF12_HUMAN	ENSG00000114279.15
LT4R2_HUMAN	ENSG00000213906.10
LT4R2_HUMAN	ENSG00000285203.2
SFT2B_HUMAN	ENSG00000213064.10
NFIX_HUMAN	ENSG00000008441.19
DQA1_HUMAN	ENSG00000196735.13
DQA1_HUMAN	ENSG00000206305.12
DQA1_HUMAN	ENSG00000232062.9
DQB1_HUMAN	ENSG00000231286.7
DQB1_HUMAN	ENSG00000233209.6
DQB1_HUMAN	ENSG00000225824.8
ATIF1_HUMAN	ENSG00000130770.18
ATIF1_HUMAN	ENSG00000285390.2
RILP_HUMAN	ENSG00000167705.12
RILP_HUMAN	ENSG00000274145.2
GPNMB_HUMAN	ENSG00000136235.17
AHI1_HUMAN	ENSG00000135541.22
COR2B_HUMAN	ENSG00000103647.13
MFS12_HUMAN	ENSG00000161091.15
LAMA2_HUMAN	ENSG00000196569.14
TBB6_HUMAN	ENSG00000176014.13
JKIP2_HUMAN	ENSG00000176049.16
AT11A_HUMAN	ENSG00000068650.19
ZMYM6_HUMAN	ENSG00000163867.17
TSKS_HUMAN	ENSG00000126467.11
COE1_HUMAN	ENSG00000164330.18
ERO1A_HUMAN	ENSG00000197930.13
PLCL2_HUMAN	ENSG00000154822.18
PLCL2_HUMAN	ENSG00000284017.2
MTHFS_HUMAN	ENSG00000136371.11
RGS19_HUMAN	ENSG00000171700.14
NGLY1_HUMAN	ENSG00000151092.18
CORIN_HUMAN	ENSG00000145244.12
EFNA2_HUMAN	ENSG00000099617.4
VMAT1_HUMAN	ENSG00000036565.15
COMD4_HUMAN	ENSG00000140365.16
ASF1B_HUMAN	ENSG00000105011.9
ASF1B_HUMAN	ENSG00000288210.1
WDR44_HUMAN	ENSG00000131725.14
FRDA_HUMAN	ENSG00000165060.15
FEM1C_HUMAN	ENSG00000145780.8
ACD11_HUMAN	ENSG00000240303.8
HNRC1_HUMAN	ENSG00000179172.10
HNRC1_HUMAN	ENSG00000282175.4
AASD1_HUMAN	ENSG00000266967.7
AASD1_HUMAN	ENSG00000108825.18
SPC1L_HUMAN	ENSG00000160284.15
SPC1L_HUMAN	ENSG00000274679.4
MSRA_HUMAN	ENSG00000175806.15
MSRA_HUMAN	ENSG00000285250.2
UBP18_HUMAN	ENSG00000184979.11
ZN490_HUMAN	ENSG00000188033.10
LTOR1_HUMAN	ENSG00000149357.10
MED30_HUMAN	ENSG00000164758.7
PRR35_HUMAN	ENSG00000161992.6
SYNEM_HUMAN	ENSG00000182253.15
SYT11_HUMAN	ENSG00000132718.9
RN166_HUMAN	ENSG00000158717.11
UT2_HUMAN	ENSG00000132874.15
SHC3_HUMAN	ENSG00000148082.10
ODAD4_HUMAN	ENSG00000204815.10
CCNL1_HUMAN	ENSG00000163660.12
SSBP4_HUMAN	ENSG00000130511.16
ZHX3_HUMAN	ENSG00000174306.22
CXL17_HUMAN	ENSG00000189377.9
DPP9_HUMAN	ENSG00000142002.19
GP161_HUMAN	ENSG00000143147.15
BTBD6_HUMAN	ENSG00000184887.14
SRBS1_HUMAN	ENSG00000095637.23
RPP29_HUMAN	ENSG00000105171.10
POP1_HUMAN	ENSG00000104356.11
RPP40_HUMAN	ENSG00000124787.14
FGD5_HUMAN	ENSG00000154783.12
NGB_HUMAN	ENSG00000165553.5
TF2LY_HUMAN	ENSG00000176679.9
RAB4A_HUMAN	ENSG00000168118.12
TDRD3_HUMAN	ENSG00000083544.16
AGRL2_HUMAN	ENSG00000117114.21
PROM1_HUMAN	ENSG00000007062.12
CKS2_HUMAN	ENSG00000123975.5
CSTN3_HUMAN	ENSG00000139182.15
CSTN3_HUMAN	ENSG00000288427.1
NR2CA_HUMAN	ENSG00000184162.15
VKOR1_HUMAN	ENSG00000167397.15
CC107_HUMAN	ENSG00000159884.12
ANKL2_HUMAN	ENSG00000176915.15
WTIP_HUMAN	ENSG00000142279.13
UBR5_HUMAN	ENSG00000104517.13
NFIC_HUMAN	ENSG00000141905.19
CAP1_HUMAN	ENSG00000131236.18
SACS_HUMAN	ENSG00000151835.17
ATOH7_HUMAN	ENSG00000179774.9
TM38B_HUMAN	ENSG00000095209.12
GOT1B_HUMAN	ENSG00000111711.10
SP2_HUMAN	ENSG00000167182.16
HEM3_HUMAN	ENSG00000256269.11
RBM24_HUMAN	ENSG00000112183.15
PPR3D_HUMAN	ENSG00000132825.7
NOM1_HUMAN	ENSG00000146909.8
5HT2A_HUMAN	ENSG00000102468.11
RN138_HUMAN	ENSG00000134758.14
MANBL_HUMAN	ENSG00000101363.13
MANBL_HUMAN	ENSG00000291969.1
CHD2_HUMAN	ENSG00000173575.24
HYLS1_HUMAN	ENSG00000198331.11
TM199_HUMAN	ENSG00000244045.13
PEG10_HUMAN	ENSG00000242265.6
TSAP1_HUMAN	ENSG00000180098.9
Q5JS98_HUMAN	ENSG00000167081.18
GRAN_HUMAN	ENSG00000115271.11
AHNK2_HUMAN	ENSG00000185567.7
ACTL8_HUMAN	ENSG00000117148.8
ZNF32_HUMAN	ENSG00000169740.14
ZN496_HUMAN	ENSG00000162714.13
ZN496_HUMAN	ENSG00000291884.1
SMBT1_HUMAN	ENSG00000163935.14
TRDMT_HUMAN	ENSG00000107614.22
MED24_HUMAN	ENSG00000008838.21
SNPC1_HUMAN	ENSG00000023608.5
MYO1D_HUMAN	ENSG00000176658.17
ATX10_HUMAN	ENSG00000130638.18
ILF3_HUMAN	ENSG00000129351.18
TMM94_HUMAN	ENSG00000177728.17
DGKE_HUMAN	ENSG00000153933.10
NEK4_HUMAN	ENSG00000114904.13
STK38_HUMAN	ENSG00000112079.9
AAR2_HUMAN	ENSG00000131043.13
FOXC2_HUMAN	ENSG00000176692.8
THOP1_HUMAN	ENSG00000172009.15
TCF20_HUMAN	ENSG00000100207.21
TCF20_HUMAN	ENSG00000262024.6
TCF20_HUMAN	ENSG00000276461.4
TOPB1_HUMAN	ENSG00000163781.14
IF2P_HUMAN	ENSG00000158417.12
ZN138_HUMAN	ENSG00000197008.10
OS9_HUMAN	ENSG00000135506.17
LYAM2_HUMAN	ENSG00000007908.16
MOBP_HUMAN	ENSG00000168314.19
SYAP1_HUMAN	ENSG00000169895.6
CFA91_HUMAN	ENSG00000183833.16
AKAP1_HUMAN	ENSG00000121057.13
FBXW4_HUMAN	ENSG00000107829.15
SCRB1_HUMAN	ENSG00000073060.17
RO60_HUMAN	ENSG00000116747.13
UXT_HUMAN	ENSG00000126756.12
RAI14_HUMAN	ENSG00000039560.14
COG8_HUMAN	ENSG00000213380.16
LMBL4_HUMAN	ENSG00000154655.16
PAEP_HUMAN	ENSG00000122133.17
UGDH_HUMAN	ENSG00000109814.12
KAD5_HUMAN	ENSG00000154027.19
SHOX_HUMAN	ENSG00000185960.15
SHOX_HUMAN	ENSG00000292354.1
SOX6_HUMAN	ENSG00000110693.19
EIF3C_HUMAN	ENSG00000184110.15
PYGO1_HUMAN	ENSG00000171016.13
TSN14_HUMAN	ENSG00000108219.16
KIF1A_HUMAN	ENSG00000130294.18
MYADM_HUMAN	ENSG00000179820.16
RGS6_HUMAN	ENSG00000182732.18
LRRK1_HUMAN	ENSG00000154237.13
ZC3H1_HUMAN	ENSG00000133858.17
TRI72_HUMAN	ENSG00000177238.15
FPRP_HUMAN	ENSG00000134247.10
RAB32_HUMAN	ENSG00000118508.5
ZO3_HUMAN	ENSG00000105289.15
DOK3_HUMAN	ENSG00000146094.16
UD18_HUMAN	ENSG00000242366.4
BCL9L_HUMAN	ENSG00000186174.13
NKD2_HUMAN	ENSG00000145506.14
NKD2_HUMAN	ENSG00000276920.4
CNIH4_HUMAN	ENSG00000143771.12
MYO6_HUMAN	ENSG00000196586.17
GTR1_HUMAN	ENSG00000117394.24
JPH4_HUMAN	ENSG00000092051.18
CDHR2_HUMAN	ENSG00000074276.11
NSMA_HUMAN	ENSG00000135587.9
RA54B_HUMAN	ENSG00000197275.14
H2B1M_HUMAN	ENSG00000273703.2
DYRK4_HUMAN	ENSG00000010219.14
CXCL3_HUMAN	ENSG00000163734.4
TMM59_HUMAN	ENSG00000116209.12
NDUB9_HUMAN	ENSG00000147684.10
PCKGM_HUMAN	ENSG00000100889.12
PCKGM_HUMAN	ENSG00000285241.2
CEAM5_HUMAN	ENSG00000105388.17
LENG1_HUMAN	ENSG00000105617.4
LENG1_HUMAN	ENSG00000276959.1
LENG1_HUMAN	ENSG00000278516.1
LENG1_HUMAN	ENSG00000276774.1
LENG1_HUMAN	ENSG00000277808.1
LENG1_HUMAN	ENSG00000277457.1
LENG1_HUMAN	ENSG00000278426.1
LENG1_HUMAN	ENSG00000276628.1
LENG1_HUMAN	ENSG00000278257.1
LENG1_HUMAN	ENSG00000275935.1
EXC6B_HUMAN	ENSG00000144036.16
ISCU_HUMAN	ENSG00000136003.16
HMGCL_HUMAN	ENSG00000117305.15
IFM3_HUMAN	ENSG00000142089.17
RNBP6_HUMAN	ENSG00000137040.10
DUSTY_HUMAN	ENSG00000133059.18
CK024_HUMAN	ENSG00000171067.11
MS4A7_HUMAN	ENSG00000166927.13
HPBP1_HUMAN	ENSG00000133265.11
PTPS_HUMAN	ENSG00000150787.8
GBP2_HUMAN	ENSG00000162645.13
ZNF76_HUMAN	ENSG00000065029.15
HOME3_HUMAN	ENSG00000051128.19
FHOD3_HUMAN	ENSG00000134775.16
LRRT2_HUMAN	ENSG00000146006.8
MAFG_HUMAN	ENSG00000197063.11
FGFP1_HUMAN	ENSG00000137440.5
S13A2_HUMAN	ENSG00000007216.16
SC24C_HUMAN	ENSG00000176986.16
VGLL3_HUMAN	ENSG00000206538.9
SP20H_HUMAN	ENSG00000102710.21
PE2R4_HUMAN	ENSG00000171522.6
CLD8_HUMAN	ENSG00000156284.6
AHSA1_HUMAN	ENSG00000100591.8
TM230_HUMAN	ENSG00000089063.15
CGAT2_HUMAN	ENSG00000169826.8
CE126_HUMAN	ENSG00000110318.15
DHC24_HUMAN	ENSG00000116133.13
RLF_HUMAN	ENSG00000117000.9
FRAS1_HUMAN	ENSG00000138759.20
BY55_HUMAN	ENSG00000117281.16
PDE3B_HUMAN	ENSG00000152270.9
GANP_HUMAN	ENSG00000160294.11
IDI1_HUMAN	ENSG00000067064.13
TAF10_HUMAN	ENSG00000166337.11
NRBP_HUMAN	ENSG00000115216.14
PFD1_HUMAN	ENSG00000113068.10
NAC1_HUMAN	ENSG00000183023.19
EMX2_HUMAN	ENSG00000170370.12
ARK73_HUMAN	ENSG00000162482.5
NSE1_HUMAN	ENSG00000169189.17
RTP5_HUMAN	ENSG00000188011.5
RTP5_HUMAN	ENSG00000277949.2
PNMA3_HUMAN	ENSG00000183837.10
ZBT47_HUMAN	ENSG00000114853.15
UBE2T_HUMAN	ENSG00000077152.12
CXG2_HUMAN	ENSG00000198835.4
TXD11_HUMAN	ENSG00000153066.13
